SeniorCitizen,tenure,MonthlyCharges,TotalCharges,NumInternetServices,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,CustomerType_Internet only,CustomerType_Phone only
0,-0.7887442181708402,-0.4922455725149705,-0.7465539228159422,-0.5617363607765944,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-0.6665917998367983,-1.522486565470801,-0.8615400865309782,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1.0435420568397897,1.1827268805487023,1.5005179084025237,0.5207011738197268,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False
0,0.6770848018376636,1.294059374948768,1.2160633587633323,1.0619199411178875,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False
0,-0.3001345448346723,1.353879819701042,0.17924681830193445,1.603138708416048,True,False,False,True,False,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False
0,1.4914342573979436,1.6114400679399996,2.477249601374998,2.1443574757142088,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False
0,0.7992372201717056,-1.4659894787603203,-0.554432402394311,-1.102955128074755,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,1.5728692029539715,1.3937601162025581,2.25098294735834,1.0619199411178875,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
0,-0.9108966365048822,-0.3177692753208379,-0.7726259821888892,-0.02051759347843376,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
0,-0.46300443594672824,0.8404210022440232,-0.18388711863277452,0.5207011738197268,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False
1,-1.2773538915070082,-0.8345514508196499,-0.988216767562141,-0.02051759347843376,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False
0,-0.8294616909488542,-1.4942380221155607,-0.9164855179167742,-1.102955128074755,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,-1.2773538915070082,-1.4826062689692852,-0.996819223700423,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
0,1.0435420568397897,-0.16157144735656692,0.5405720336896198,-0.02051759347843376,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False
0,0.6770848018376636,-0.17154152148194582,0.3046441597022758,0.5207011738197268,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,-0.09654718094460228,-0.3144459172790451,-0.33048179426103647,-0.02051759347843376,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0.5956498562816357,1.1494933001307723,1.0893866777321692,0.5207011738197268,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False
0,-1.2773538915070082,-1.1486087857690883,-0.9923856501522317,-0.5617363607765944,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
0,1.6135866757319857,0.8470677183276092,1.8041846100838779,2.1443574757142088,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
0,-0.6258743270587842,-0.0020502613505026797,-0.5234856178763376,-0.02051759347843376,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
1,1.5728692029539715,1.049792558876982,1.97954236982578,1.0619199411178875,False,True,False,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False
1,-1.2366364187289942,1.021544015521742,-0.9255732408115747,0.5207011738197268,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False
0,-0.21869959927864427,0.046138430255495945,-0.17879181768933058,1.0619199411178875,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False
0,-1.2773538915070082,-1.4809445899483886,-0.9967971661205813,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,-1.2773538915070082,-0.6484434004792416,-0.9857463186198652,-1.102955128074755,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.6135866757319857,1.1677717693606342,2.193390606391534,1.0619199411178875,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False
0,-1.114484000394952,0.16411764073914742,-0.8659074873396444,-1.102955128074755,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,0.5549323835036216,0.3336089008705903,0.5596297826728909,-0.5617363607765944,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
0,0.06632271016745371,1.3821283630562824,0.560048876689884,1.0619199411178875,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False
0,-0.8701791637268682,1.0996429295038772,-0.5180594532352674,0.5207011738197268,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
0,-0.9108966365048822,-0.5055390046821426,-0.7958526137622506,-0.5617363607765944,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1.5321517301759575,0.14750085053018241,1.1437365544622384,0.5207011738197268,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False
0,-0.6258743270587842,-1.4626661207185272,-0.8211967730004198,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,1.2471294207298596,0.5014384819811368,1.138928002056737,1.603138708416048,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False
0,-0.7887442181708402,0.38013591345569253,-0.5727401936629625,1.0619199411178875,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False
0,0.6770848018376636,0.6559746309245116,0.7177385149785453,-0.5617363607765944,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,-1.2366364187289942,-0.5155090788075216,-0.9629167234836553,-0.5617363607765944,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.2366364187289942,0.5280253463154813,-0.9421164256928862,-0.5617363607765944,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
0,0.7992372201717056,0.49811512393934404,0.854980776753906,1.0619199411178875,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False
0,1.4914342573979436,-0.020328730580364097,0.8709945797190156,0.5207011738197268,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False
1,0.4327799651695797,0.8470677183276092,0.687762263973609,-0.02051759347843376,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
0,-0.7073092726148122,1.1411849050262897,-0.3764497906512407,1.0619199411178875,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False
1,-0.3001345448346723,0.1574709246555613,-0.2325240821838304,0.5207011738197268,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False
1,-0.9923315820609102,0.5280253463154813,-0.7263271221010587,-0.5617363607765944,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
1,1.1249770023958177,0.33527057989148673,0.9602174901788891,1.603138708416048,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False
1,-0.5851568542807702,1.0198823365008454,-0.23256819734351394,-0.02051759347843376,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False
0,1.2471294207298596,1.1594633742561515,1.7784875295682405,0.5207011738197268,False,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False
1,1.3692818390639017,1.4519188819339357,2.1160346738865212,1.603138708416048,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False
0,0.06632271016745371,-1.323085082963221,-0.6111865553271305,-1.102955128074755,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1.6135866757319857,1.420346980536902,2.458963867686188,1.0619199411178875,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,False
0,0.5956498562816357,1.187711917611392,1.0708362530852589,0.5207011738197268,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False
0,1.1249770023958177,0.8354359651813339,1.3988765804917453,-0.02051759347843376,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0,1.6135866757319857,-0.7531291787957212,0.3009826014485455,0.5207011738197268,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False
0,-0.5851568542807702,-0.344356139655182,-0.5834822350458941,-0.02051759347843376,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False
0,-0.9516141092828962,0.984987077062019,-0.6275312219898662,-0.02051759347843376,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
0,-1.1959189459509803,0.35022569107955537,-0.8980233235892306,1.0619199411178875,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False
0,0.5956498562816357,0.4698665805841037,0.6046493031298998,-0.5617363607765944,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
0,-0.055829708166588284,0.4798366547094826,0.09593533923964943,1.603138708416048,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False
0,0.7178022746156777,-1.4826062689692852,-0.5950404068829703,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,-0.9108966365048822,0.5014384819811368,-0.6142525589251335,-0.02051759347843376,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,-1.2773538915070082,-0.5221557948911076,-0.9840699425518922,-0.5617363607765944,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0.7992372201717056,-1.4742978738648027,-0.5245664392885833,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
1,1.2878468935078735,1.5566046602504149,2.126026757554833,1.603138708416048,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False
0,1.2064119479518456,-1.346348589255772,-0.37724386352554373,-1.102955128074755,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,-1.1959189459509803,-0.008696977434088779,-0.9274481350981233,0.5207011738197268,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
1,0.9621071112837616,1.5200477217906923,1.7027418003916757,1.603138708416048,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False
0,0.5549323835036216,-0.3028141641327695,0.18048204277307225,-0.5617363607765944,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
0,-0.9923315820609102,-0.3360477445506995,-0.7929630708029816,-0.02051759347843376,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.09654718094460228,0.33194722184969394,-0.0743050619789669,1.0619199411178875,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False
0,0.5142149107256077,-1.2915131815661876,-0.4690033956672183,-1.102955128074755,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
0,-1.2773538915070082,0.4848216917721718,-0.9707030491677926,-0.5617363607765944,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
0,-0.8701791637268682,-0.4723054242642126,-0.7563033731059952,0.5207011738197268,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False
0,-1.0330490548389242,0.3452406540168661,-0.786500199909349,-0.5617363607765944,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.39206249239156565,1.297382732990561,0.9033751069267025,1.603138708416048,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False
0,0.6770848018376636,-1.4826062689692852,-0.5763135215973257,-1.102955128074755,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,-0.9516141092828962,1.1478316211098758,-0.6004003987845153,0.5207011738197268,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.1070401829454677,-0.08679589141622437,-0.028359123168604512,-0.02051759347843376,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0,0.6363673290596497,-1.4659894787603203,-0.5394111905220802,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.5549323835036216,-1.489252985052871,-0.5967167829509433,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
0,-0.1372646537226163,-1.0306295752854369,-0.5604761792709502,-0.5617363607765944,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,-0.09654718094460228,0.574552358900583,0.12813940580860253,-0.02051759347843376,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.2773538915070082,0.3302855428287975,-0.9727544040930752,-0.5617363607765944,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,1.3692818390639017,0.6393578407155466,1.5151420838376028,1.603138708416048,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,False
0,1.3285643662858877,1.5383261910205535,2.129555970329513,1.603138708416048,False,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False
0,1.6135866757319857,1.2010053497785642,2.284863389995266,1.0619199411178875,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False
0,-0.8294616909488542,0.4715282596050001,-0.5966064950517346,-0.5617363607765944,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,1.5728692029539715,0.06940193654804658,1.0891881595135935,0.5207011738197268,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False
0,-1.114484000394952,-1.4526960465931482,-0.955483319076986,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
0,0.7992372201717056,-1.4543577256140447,-0.5172653803609645,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,-0.3001345448346723,1.121244756775532,0.10356726186489457,1.0619199411178875,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False
0,-1.2773538915070082,-1.4809445899483886,-0.9967971661205813,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.2773538915070082,-1.5058697752618362,-0.9971280298182076,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.2291926012795097,1.0049272253127768,0.5849077691715348,0.5207011738197268,True,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False
1,1.3692818390639017,-0.6384733263538628,0.3297677431420275,0.5207011738197268,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False
0,1.4507167846199296,1.5034309315817271,2.3522713539916498,1.603138708416048,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False
0,-1.114484000394952,-1.3446869102348757,-0.9615050383737834,-1.102955128074755,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.6135866757319857,1.3090144861368367,2.2160437408890097,1.0619199411178875,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False
0,-0.015112235388574289,-1.150270464789985,-0.596474149572684,-0.5617363607765944,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.4327799651695797,0.9833253980411222,0.7241793282923362,-0.02051759347843376,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False
0,1.6135866757319857,-1.5075314542827327,-0.40430851399136936,-1.102955128074755,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0.9213896385057476,1.0630859910441544,1.3054406722820977,0.5207011738197268,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False
0,0.7992372201717056,-0.22637692917153032,0.33638501709455215,0.5207011738197268,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False
0,0.4327799651695797,0.8935947309127115,0.7386491006685232,0.5207011738197268,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False
1,0.1884751285014957,0.39010598758107146,0.2595805240855832,-1.102955128074755,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,1.2878468935078735,-0.33770942357159595,0.504574063387886,1.0619199411178875,False,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False,True,False
0,-1.1959189459509803,0.833774286160437,-0.8961263717228402,0.5207011738197268,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0.1477576557234817,-1.1203602424138481,-0.5088173272815747,-0.5617363607765944,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,-0.9108966365048822,1.1794035225069095,-0.5360363808062926,0.5207011738197268,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False
0,0.3513450196135517,-1.4659894787603203,-0.6372806722799191,-1.102955128074755,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,-0.21869959927864427,0.6792381372170627,-0.05652665262651757,-0.02051759347843376,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False
0,0.9621071112837616,1.164448411318841,1.42744114638681,0.5207011738197268,False,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False
0,-1.0737665276169381,-1.4643277997394235,-0.9559685858335044,-1.102955128074755,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.1959189459509803,0.3203154687034186,-0.9044420793231793,-1.102955128074755,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,-1.0330490548389242,-0.46732038720152297,-0.8511509664255147,-0.5617363607765944,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.1552014731729663,-1.4593427626767341,-0.9779599929357279,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.02560523738943971,0.8038640637843003,0.32994420378076156,0.5207011738197268,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False
1,-0.21869959927864427,0.4416180372288629,-0.06362919333556061,-0.5617363607765944,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
0,1.6135866757319857,-1.369612095548323,-0.24518513301299416,-1.102955128074755,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,-1.2773538915070082,-1.4958997011364572,-0.996995684339157,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1.5728692029539715,-0.27622729979842536,0.7524350880696161,1.0619199411178875,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False
0,-0.7887442181708402,0.7041633225305103,-0.46942248968421146,-0.5617363607765944,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,-0.3001345448346723,-0.20477510189987586,-0.3428119813925739,1.603138708416048,False,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,True,True,False
0,1.4099993118419156,-0.4723054242642126,0.4324898924650512,-0.5617363607765944,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,-1.2773538915070082,-0.9741324885749557,-0.990069604268848,-0.5617363607765944,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
0,-1.2366364187289942,-0.6783536228553786,-0.9698648611338061,-1.102955128074755,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0.4327799651695797,-1.2981598976497735,-0.4815321010173315,-1.102955128074755,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True
0,-0.38156949039070026,0.34025561695417644,-0.22112031340564636,-0.5617363607765944,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1.2878468935078735,-1.4809445899483886,-0.44202697552075965,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,1.0028245840617755,-1.5008847381991466,-0.48931842670146886,-1.102955128074755,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
1,-1.2773538915070082,0.18904282605259493,-0.9746292983796239,-1.102955128074755,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1,1.6135866757319857,0.7739538414081631,1.8289773298260033,2.1443574757142088,False,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
0,-0.9923315820609102,0.21230633234514604,-0.7570533308206145,0.5207011738197268,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,1.1656944751738316,1.2059903868412534,1.6285180442241913,0.5207011738197268,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False
0,1.2878468935078735,0.6493279148409256,1.327564424863372,-0.02051759347843376,True,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False
1,1.5728692029539715,-1.356318663381151,-0.23095799401506625,-1.102955128074755,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1.3285643662858877,1.1395232260053934,1.8250290230343305,1.0619199411178875,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False
0,-1.1959189459509803,-1.5008847381991466,-0.9786437779108221,-1.102955128074755,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,-1.2773538915070082,-0.6351499683120697,-0.9855698579811312,-1.102955128074755,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,-0.09654718094460228,-0.008696977434088779,-0.1543079040649895,0.5207011738197268,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-0.7073092726148122,0.1574709246555613,-0.5330586075276564,1.0619199411178875,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False
0,-0.9923315820609102,0.1258990232585277,-0.7567445247028302,0.5207011738197268,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False
0,-1.0330490548389242,1.0049272253127768,-0.7165335566513222,-0.02051759347843376,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False
0,1.5321517301759575,1.4419488078085567,2.492866367902956,1.603138708416048,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False
0,1.2064119479518456,0.7091483595931994,1.2950074370169509,2.1443574757142088,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False
0,-1.0737665276169381,-1.4975613801573535,-0.9556377221358782,-1.102955128074755,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-0.7480267453928262,0.5363337414199637,-0.49714886754528964,-0.5617363607765944,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,-0.4222869631687143,0.6443428777782363,-0.20195227652316672,-0.5617363607765944,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
